鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
口湖鄉,其他,0,0,0,0,0,0,0.00,0.00
口湖鄉,合計,4250,2634991,620,495,299,794,522.99,84.35
水林鄉,水北村,478,357436,748,568,345,950,699.18,93.50
水林鄉,水南村,411,296962,723,553,305,903,757.43,104.83
水林鄉,海埔村,134,75897,566,478,286,682,487.90,86.14
水林鄉,後寮村,122,75916,622,504,295,796,518.13,83.27
水林鄉,春埔村,168,113611,676,579,318,888,503.29,74.42
水林鄉,西井村,109,70533,647,506,299,803,598.59,92.51
水林鄉,灣西村,148,98630,666,473,295,868,576.64,86.53
水林鄉,灣東村,121,75550,624,477,348,795,461.48,73.91
水林鄉,蘇秦村,174,132598,762,594,348,1088,621.13,81.51
水林鄉,車港村,81,56095,693,613,410,878,454.19,65.58
